24;25;5;0
9;32;0;1
18;14;0;1
23;28;3;3
11;2;2;1
1;13;1;1
21;8;0;1
7;19;2;0
6;27
12;17
4;30
29;16
3;20
31;10
5;15
22;26
24;9
23;18
32;25
14;28
8;2
11;21
1;7
4;6
19;13
27;30
3;31
16;17
12;29
10;20
15;26
22;5
32;24
25;9
28;18
14;23
2;21
8;11
19;1
13;7
16;12
17;29
27;4
30;6
15;22
26;5
20;31
10;3
